Mes,Player,Regiao,Faixa_Etaria,Plano,Genero_Preferido,Dispositivo_Principal,Assinantes,Novos_Assinantes,Cancelamentos,Churn_Pct,Market_Share_Pct,Preco_Mensal,Horas_Assistidas_Mes,Satisfacao,NPS,Titulos_Catalogo,Lancamentos_Mes,CAC,Receita_Estimada
2025-09,Flixora,Norte,45-54,Padrão,Séries,Smart TV,18583,1028,1173,6.31,19.99,34.9,46.1,7.66,47,4142,18,35.34,648546.7
2025-09,Flixora,Norte,45-54,Padrão,Filmes,Notebook,16303,1341,1119,6.87,18.91,34.9,35.2,7.48,66,4095,9,41.5,568974.7
2025-09,Flixora,Norte,45-54,Padrão,Documentários,Celular,20435,1076,1220,5.97,19.22,34.9,22.8,7.6,52,4112,15,20.23,713181.5
2025-09,Flixora,Norte,45-54,Padrão,Reality,Celular,19203,1023,1368,7.13,19.59,34.9,32.0,7.65,53,4238,11,23.95,670184.7
2025-09,Flixora,Norte,45-54,Padrão,Infantil,Celular,16287,730,1167,7.17,19.07,34.9,34.7,7.46,49,3967,25,35.7,568416.3
2025-09,Flixora,Norte,45-54,Premium,Séries,Smart TV,12614,895,775,6.14,20.82,34.9,44.7,8.02,66,4129,13,29.55,440228.6
2025-09,Flixora,Norte,45-54,Premium,Filmes,Celular,17864,884,1124,6.29,18.54,34.9,33.3,7.36,40,4156,9,28.46,623453.6
2025-09,Flixora,Norte,45-54,Premium,Documentários,Console,17218,773,1263,7.34,21.63,34.9,15.6,7.75,51,4542,30,23.94,600908.2
2025-09,Flixora,Norte,45-54,Premium,Reality,Celular,14427,591,935,6.49,19.27,34.9,27.2,7.34,55,4171,32,28.55,503502.3
2025-09,Flixora,Norte,45-54,Premium,Infantil,Smart TV,17282,1451,1251,7.24,21.97,34.9,44.8,7.35,41,3177,12,33.38,603141.8
2025-09,Flixora,Norte,55+,Com anúncios,Séries,Celular,11348,962,771,6.8,20.32,34.9,34.8,7.61,42,4225,19,25.25,396045.2
2025-09,Flixora,Norte,55+,Com anúncios,Filmes,Smart TV,12181,675,701,5.76,20.57,34.9,36.6,7.74,53,4085,27,35.3,425116.9
2025-09,Flixora,Norte,55+,Com anúncios,Documentários,Notebook,15449,1149,930,6.02,19.09,34.9,23.8,8.21,77,3645,23,28.59,539170.1
2025-09,Flixora,Norte,55+,Com anúncios,Reality,Notebook,14430,833,1049,7.27,19.51,34.9,27.3,7.45,47,3338,25,27.67,503607.0
2025-09,Flixora,Norte,55+,Com anúncios,Infantil,Smart TV,8980,404,529,5.9,19.17,34.9,42.4,7.75,63,3895,24,24.2,313402.0
2025-09,Flixora,Norte,55+,Padrão,Séries,Tablet,14447,818,973,6.74,21.74,34.9,42.1,7.81,62,3995,19,29.71,504200.3
2025-09,Flixora,Norte,55+,Padrão,Filmes,Smart TV,16431,876,948,5.77,22.27,34.9,34.1,7.36,36,4467,30,41.35,573441.9
2025-09,Flixora,Norte,55+,Padrão,Documentários,Smart TV,19435,1010,1484,7.64,21.01,34.9,25.9,7.57,50,3087,21,32.74,678281.5
2025-09,Flixora,Norte,55+,Padrão,Reality,Notebook,16834,622,1077,6.4,20.91,34.9,22.6,8.08,39,4596,19,42.76,587506.6
2025-09,Flixora,Norte,55+,Padrão,Infantil,Notebook,21483,1598,1403,6.53,19.81,34.9,44.9,7.62,57,4443,23,28.32,749756.7
2025-09,Flixora,Norte,55+,Premium,Séries,Smart TV,13495,491,959,7.11,18.69,34.9,44.0,7.88,61,4139,17,16.73,470975.5
2025-09,Flixora,Norte,55+,Premium,Filmes,Smart TV,13180,1179,973,7.38,18.52,34.9,30.0,7.35,54,3446,23,25.94,459982.0
2025-09,Flixora,Norte,55+,Premium,Documentários,Smart TV,21326,1160,1376,6.45,19.17,34.9,27.3,7.72,45,4479,21,22.33,744277.4
2025-09,Flixora,Norte,55+,Premium,Reality,Smart TV,19538,1418,1403,7.18,18.65,34.9,36.1,8.03,52,3934,19,11.68,681876.2
2025-09,Flixora,Norte,55+,Premium,Infantil,Console,10508,408,762,7.26,19.55,34.9,41.6,7.93,65,4470,22,29.36,366729.2
2025-09,VibePlus,Sudeste,18-24,Com anúncios,Séries,Celular,14188,946,774,5.46,17.05,27.9,39.7,8.39,53,4617,34,19.92,395845.2
2025-09,VibePlus,Sudeste,18-24,Com anúncios,Filmes,Smart TV,12451,729,719,5.78,17.66,27.9,40.9,7.97,63,4176,19,23.66,347382.9
2025-09,VibePlus,Sudeste,18-24,Com anúncios,Documentários,Celular,23343,1186,1275,5.46,18.6,27.9,27.4,7.97,51,3983,22,30.16,651269.7
2025-09,VibePlus,Sudeste,18-24,Com anúncios,Reality,Celular,17695,1378,886,5.01,19.15,27.9,30.3,7.43,54,4718,22,26.72,493690.5
2025-09,VibePlus,Sudeste,18-24,Com anúncios,Infantil,Celular,19096,1111,1125,5.9,18.4,27.9,31.7,8.18,59,3687,13,32.17,532778.4
2025-09,VibePlus,Sudeste,18-24,Padrão,Séries,Smart TV,16962,1276,1123,6.62,20.24,27.9,46.3,7.95,60,4446,17,32.1,473239.8
2025-09,VibePlus,Sudeste,18-24,Padrão,Filmes,Celular,12080,567,710,5.89,17.92,27.9,23.0,8.16,77,4666,29,37.22,337032.0
2025-09,VibePlus,Sudeste,18-24,Padrão,Documentários,Notebook,14573,795,802,5.51,18.72,27.9,23.6,7.71,50,4136,14,41.42,406586.7
2025-09,VibePlus,Sudeste,18-24,Padrão,Reality,Notebook,15247,1013,1022,6.71,19.56,27.9,36.2,8.3,60,3686,27,26.34,425391.3
2025-09,VibePlus,Sudeste,18-24,Padrão,Infantil,Celular,9171,755,422,4.61,20.55,27.9,43.0,8.56,68,4133,24,28.47,255870.9
2025-09,VibePlus,Sudeste,18-24,Premium,Séries,Celular,19636,875,1292,6.58,20.43,27.9,40.7,8.24,63,4060,19,34.92,547844.4
2025-09,VibePlus,Sudeste,18-24,Premium,Filmes,Smart TV,10586,655,639,6.05,20.2,27.9,39.9,8.13,67,4456,21,37.93,295349.4
2025-09,VibePlus,Sudeste,18-24,Premium,Documentários,Smart TV,13495,1038,911,6.76,16.84,27.9,19.1,7.96,59,3377,25,40.88,376510.5
2025-09,VibePlus,Sudeste,18-24,Premium,Reality,Smart TV,13470,527,816,6.06,18.77,27.9,32.3,8.16,62,4413,25,19.83,375813.0
2025-09,VibePlus,Sudeste,18-24,Premium,Infantil,Celular,12372,738,759,6.14,18.97,27.9,35.7,7.95,54,4094,11,37.94,345178.8
2025-09,VibePlus,Sudeste,25-34,Com anúncios,Séries,Smart TV,12136,604,716,5.9,17.33,27.9,48.7,8.34,61,4587,17,32.12,338594.4
2025-09,VibePlus,Sudeste,25-34,Com anúncios,Filmes,Smart TV,20487,1517,1496,7.31,18.83,27.9,27.6,8.07,73,4177,30,45.53,571587.3
2025-09,VibePlus,Sudeste,25-34,Com anúncios,Documentários,Celular,9568,499,574,6.0,17.86,27.9,18.0,7.94,56,4841,22,35.91,266947.2
2025-09,VibePlus,Sudeste,25-34,Com anúncios,Reality,Console,19287,962,1206,6.25,19.96,27.9,36.7,8.26,69,4480,23,25.35,538107.3
2025-09,VibePlus,Sudeste,25-34,Com anúncios,Infantil,Smart TV,15064,745,946,6.28,17.96,27.9,41.0,7.59,36,4125,17,32.6,420285.6
2025-09,VibePlus,Sudeste,25-34,Padrão,Séries,Smart TV,11867,908,615,5.19,19.59,27.9,45.4,7.79,51,3793,17,35.27,331089.3
2025-09,VibePlus,Sudeste,25-34,Padrão,Filmes,Celular,18353,1287,1164,6.34,17.3,27.9,32.5,7.99,61,4110,15,26.21,512048.7
2025-09,VibePlus,Sudeste,25-34,Padrão,Documentários,Celular,15306,699,992,6.48,18.02,27.9,23.9,8.01,62,3955,11,22.61,427037.4
2025-09,VibePlus,Sudeste,25-34,Padrão,Reality,Notebook,9530,547,450,4.73,18.91,27.9,30.8,7.96,63,4214,28,25.05,265887.0
2025-09,VibePlus,Sudeste,25-34,Padrão,Infantil,Smart TV,25307,1724,1661,6.57,20.09,27.9,43.9,7.61,38,4387,34,22.34,706065.3
2025-09,VibePlus,Sudeste,25-34,Premium,Séries,Smart TV,13070,707,797,6.1,15.98,27.9,41.3,8.13,56,4561,29,30.6,364653.0
2025-09,VibePlus,Sudeste,25-34,Premium,Filmes,Celular,13751,950,881,6.41,20.0,27.9,32.6,7.65,57,4495,31,25.34,383652.9
2025-09,VibePlus,Sudeste,25-34,Premium,Documentários,Celular,17315,927,1042,6.02,18.87,27.9,19.4,8.34,75,4182,18,34.55,483088.5
2025-09,VibePlus,Sudeste,25-34,Premium,Reality,Notebook,9141,740,514,5.63,19.71,27.9,37.8,8.12,53,3671,17,31.86,255033.9
2025-09,VibePlus,Sudeste,25-34,Premium,Infantil,Smart TV,9531,579,442,4.64,17.01,27.9,34.3,8.15,56,4081,19,36.83,265914.9
2025-09,VibePlus,Sudeste,35-44,Com anúncios,Séries,Smart TV,13807,850,907,6.57,17.56,27.9,34.6,8.16,67,4250,28,32.68,385215.3
2025-09,VibePlus,Sudeste,35-44,Com anúncios,Filmes,Celular,14127,909,883,6.25,15.34,27.9,33.9,8.24,72,4180,9,28.43,394143.3
2025-09,VibePlus,Sudeste,35-44,Com anúncios,Documentários,Tablet,15160,939,1042,6.88,17.86,27.9,32.9,7.5,44,3852,28,39.84,422964.0
2025-09,VibePlus,Sudeste,35-44,Com anúncios,Reality,Notebook,13194,816,839,6.36,20.86,27.9,29.8,7.96,56,3801,25,35.74,368112.6
2025-09,VibePlus,Sudeste,35-44,Com anúncios,Infantil,Smart TV,15640,1326,975,6.24,18.94,27.9,39.4,8.3,60,4138,16,23.0,436356.0
2025-09,VibePlus,Sudeste,35-44,Padrão,Séries,Smart TV,14696,890,862,5.87,19.68,27.9,56.3,7.77,52,4859,22,28.9,410018.4
2025-09,VibePlus,Sudeste,35-44,Padrão,Filmes,Celular,8556,350,549,6.42,18.0,27.9,23.3,7.83,60,4042,39,21.04,238712.4
2025-09,VibePlus,Sudeste,35-44,Padrão,Documentários,Smart TV,13039,482,671,5.15,18.71,27.9,27.6,7.78,64,3969,27,27.4,363788.1
2025-09,VibePlus,Sudeste,35-44,Padrão,Reality,Smart TV,11508,429,801,6.97,19.13,27.9,39.0,8.04,61,3723,20,37.09,321073.2
2025-09,VibePlus,Sudeste,35-44,Padrão,Infantil,Notebook,13872,677,846,6.11,19.81,27.9,40.9,8.73,70,3906,20,33.65,387028.8
2025-09,VibePlus,Sudeste,35-44,Premium,Séries,Notebook,14266,1159,835,5.86,19.06,27.9,37.2,7.91,53,4657,15,31.53,398021.4
2025-09,VibePlus,Sudeste,35-44,Premium,Filmes,Smart TV,15713,697,931,5.93,17.67,27.9,39.2,7.31,37,4462,22,33.34,438392.7
2025-09,VibePlus,Sudeste,35-44,Premium,Documentários,Tablet,13560,500,907,6.69,18.17,27.9,18.9,7.97,61,4161,30,33.87,378324.0
2025-09,VibePlus,Sudeste,35-44,Premium,Reality,Notebook,16378,626,852,5.2,19.8,27.9,24.1,7.91,56,4019,21,27.71,456946.2
2025-09,VibePlus,Sudeste,35-44,Premium,Infantil,Smart TV,11739,948,660,5.63,16.59,27.9,36.8,7.94,66,3974,20,41.88,327518.1
2025-09,VibePlus,Sudeste,45-54,Com anúncios,Séries,Smart TV,13573,1133,885,6.53,19.27,27.9,47.0,8.14,59,4950,7,28.38,378686.7
2025-09,VibePlus,Sudeste,45-54,Com anúncios,Filmes,Notebook,13220,835,740,5.6,17.78,27.9,37.5,7.84,53,4205,11,27.57,368838.0
2025-09,VibePlus,Sudeste,45-54,Com anúncios,Documentários,Smart TV,13699,706,881,6.44,17.5,27.9,14.8,7.76,51,4189,33,30.84,382202.1
2025-09,VibePlus,Sudeste,45-54,Com anúncios,Reality,Celular,12516,801,782,6.25,17.37,27.9,28.6,8.4,74,4321,20,39.17,349196.4
2025-09,VibePlus,Sudeste,45-54,Com anúncios,Infantil,Smart TV,15292,1175,914,5.98,17.59,27.9,35.3,8.11,63,4185,19,42.41,426646.8
2025-09,VibePlus,Sudeste,45-54,Padrão,Séries,Smart TV,16523,596,1016,6.15,17.41,27.9,49.9,7.71,48,4057,29,30.14,460991.7
2025-09,VibePlus,Sudeste,45-54,Padrão,Filmes,Smart TV,16607,1188,1115,6.72,18.98,27.9,26.7,8.38,87,4292,29,33.07,463335.3
2025-09,VibePlus,Sudeste,45-54,Padrão,Documentários,Smart TV,6772,568,464,6.86,19.68,27.9,18.1,7.71,40,3955,15,34.21,188938.8
2025-09,VibePlus,Sudeste,45-54,Padrão,Reality,Celular,13808,580,834,6.04,18.44,27.9,28.1,8.26,76,3810,31,29.08,385243.2
2025-09,VibePlus,Sudeste,45-54,Padrão,Infantil,Smart TV,5754,206,352,6.12,18.11,27.9,42.0,8.05,71,4373,17,39.22,160536.6
2025-09,VibePlus,Sudeste,45-54,Premium,Séries,Celular,17377,1296,873,5.03,20.68,27.9,47.6,7.59,50,4163,21,39.28,484818.3
2025-09,VibePlus,Sudeste,45-54,Premium,Filmes,Celular,23507,2006,1507,6.41,17.63,27.9,33.1,8.18,63,3606,25,42.92,655845.3
2025-09,VibePlus,Sudeste,45-54,Premium,Documentários,Smart TV,11629,1006,790,6.79,19.11,27.9,22.8,7.69,61,4193,18,27.98,324449.1
2025-09,VibePlus,Sudeste,45-54,Premium,Reality,Celular,14334,1020,913,6.37,17.94,27.9,30.7,8.07,63,4373,17,26.04,399918.6
2025-09,VibePlus,Sudeste,45-54,Premium,Infantil,Smart TV,14745,801,824,5.59,18.99,27.9,33.7,8.16,73,4596,38,28.09,411385.5
2025-09,VibePlus,Sudeste,55+,Com anúncios,Séries,Smart TV,12844,1046,687,5.35,17.31,27.9,36.9,7.8,54,4529,33,25.74,358347.6
2025-09,VibePlus,Sudeste,55+,Com anúncios,Filmes,Notebook,10140,748,640,6.31,19.48,27.9,33.4,8.42,63,4658,28,21.24,282906.0
2025-09,VibePlus,Sudeste,55+,Com anúncios,Documentários,Smart TV,15327,586,878,5.73,19.27,27.9,11.2,8.05,54,4487,18,17.46,427623.3
2025-09,VibePlus,Sudeste,55+,Com anúncios,Reality,Smart TV,18269,926,1083,5.93,17.15,27.9,29.5,7.63,63,4504,19,33.95,509705.1
2025-09,VibePlus,Sudeste,55+,Com anúncios,Infantil,Console,16836,1393,969,5.76,19.01,27.9,37.3,8.27,61,4327,17,35.46,469724.4
2025-09,VibePlus,Sudeste,55+,Padrão,Séries,Smart TV,17594,1422,957,5.44,21.07,27.9,44.2,8.16,62,4544,23,35.32,490872.6
2025-09,VibePlus,Sudeste,55+,Padrão,Filmes,Smart TV,18097,1552,1079,5.97,19.06,27.9,45.2,8.07,53,4218,21,31.3,504906.3
2025-09,VibePlus,Sudeste,55+,Padrão,Documentários,Celular,15867,646,836,5.27,20.83,27.9,20.9,7.92,54,3693,30,20.88,442689.3
2025-09,VibePlus,Sudeste,55+,Padrão,Reality,Smart TV,14250,755,772,5.42,17.92,27.9,29.5,8.15,59,4459,22,25.34,397575.0
2025-09,VibePlus,Sudeste,55+,Padrão,Infantil,Smart TV,20081,992,1041,5.19,17.66,27.9,22.7,7.93,49,3918,23,42.55,560259.9
2025-09,VibePlus,Sudeste,55+,Premium,Séries,Celular,22243,1302,1382,6.22,20.22,27.9,47.4,8.53,76,4971,26,30.79,620579.7
2025-09,VibePlus,Sudeste,55+,Premium,Filmes,Notebook,16370,1353,827,5.05,17.81,27.9,41.6,7.94,64,4502,11,26.01,456723.0
2025-09,VibePlus,Sudeste,55+,Premium,Documentários,Smart TV,11060,978,636,5.76,19.45,27.9,13.8,8.39,76,4159,32,24.4,308574.0
2025-09,VibePlus,Sudeste,55+,Premium,Reality,Console,17827,840,1069,6.0,18.75,27.9,26.9,7.92,60,4043,12,37.41,497373.3
2025-09,VibePlus,Sudeste,55+,Premium,Infantil,Console,8462,641,494,5.85,19.6,27.9,36.9,8.19,56,4265,33,33.95,236089.8
2025-09,VibePlus,Sul,18-24,Com anúncios,Séries,Celular,16231,737,872,5.37,19.99,27.9,43.9,8.07,45,4377,29,38.73,452844.9
2025-09,VibePlus,Sul,18-24,Com anúncios,Filmes,Smart TV,11481,1027,650,5.67,20.14,27.9,35.5,7.87,51,4066,32,26.0,320319.9
2025-09,VibePlus,Sul,18-24,Com anúncios,Documentários,Smart TV,20253,920,1250,6.18,19.11,27.9,19.1,8.16,67,4101,21,24.43,565058.7
2025-09,VibePlus,Sul,18-24,Com anúncios,Reality,Celular,15283,1276,1001,6.55,18.54,27.9,34.1,8.02,66,4072,27,19.36,426395.7
2025-09,VibePlus,Sul,18-24,Com anúncios,Infantil,Smart TV,14621,1259,864,5.91,19.86,27.9,40.2,7.88,67,4250,24,25.67,407925.9
2025-09,VibePlus,Sul,18-24,Padrão,Séries,Smart TV,13573,598,854,6.3,19.67,27.9,44.0,8.11,58,3728,18,32.25,378686.7
2025-09,VibePlus,Sul,18-24,Padrão,Filmes,Smart TV,19882,1371,1073,5.4,20.23,27.9,33.9,7.85,53,4267,27,33.97,554707.8
2025-09,VibePlus,Sul,18-24,Padrão,Documentários,Celular,19838,831,1293,6.52,17.4,27.9,23.0,8.11,62,3415,21,36.08,553480.2
2025-09,VibePlus,Sul,18-24,Padrão,Reality,Smart TV,18806,1447,1302,6.93,19.55,27.9,31.1,7.94,48,4171,28,45.27,524687.4
2025-09,VibePlus,Sul,18-24,Padrão,Infantil,Notebook,11756,631,679,5.78,18.7,27.9,34.7,8.44,71,4508,21,22.78,327992.4
2025-09,VibePlus,Sul,18-24,Premium,Séries,Smart TV,16709,1453,1160,6.95,20.98,27.9,48.0,7.87,57,4406,32,26.11,466181.1
2025-09,VibePlus,Sul,18-24,Premium,Filmes,Celular,15758,1097,920,5.84,18.9,27.9,41.7,7.7,45,4419,16,28.08,439648.2
2025-09,VibePlus,Sul,18-24,Premium,Documentários,Celular,7465,584,460,6.16,19.86,27.9,33.4,7.73,37,3991,19,33.2,208273.5
2025-09,VibePlus,Sul,18-24,Premium,Reality,Tablet,14797,1188,876,5.92,19.89,27.9,31.8,7.79,60,3746,21,33.62,412836.3
2025-09,VibePlus,Sul,18-24,Premium,Infantil,Tablet,18307,809,967,5.29,18.2,27.9,33.3,8.43,72,4156,25,24.52,510765.3
2025-09,VibePlus,Sul,25-34,Com anúncios,Séries,Celular,15750,1341,873,5.55,19.9,27.9,44.2,7.94,49,4246,17,37.14,439425.0
2025-09,VibePlus,Sul,25-34,Com anúncios,Filmes,Console,21338,1203,1116,5.23,19.55,27.9,33.3,7.98,72,4698,21,41.65,595330.2
2025-09,VibePlus,Sul,25-34,Com anúncios,Documentários,Smart TV,11121,963,636,5.72,20.16,27.9,24.0,8.15,67,4637,22,33.66,310275.9
2025-09,VibePlus,Sul,25-34,Com anúncios,Reality,Tablet,17540,723,1082,6.17,17.67,27.9,29.2,7.81,48,3573,20,33.18,489366.0
2025-09,VibePlus,Sul,25-34,Com anúncios,Infantil,Notebook,10892,518,669,6.14,18.2,27.9,36.2,7.66,50,4379,16,41.56,303886.8
2025-09,VibePlus,Sul,25-34,Padrão,Séries,Smart TV,6461,464,378,5.85,19.5,27.9,41.4,8.01,48,4467,38,17.3,180261.9
2025-09,VibePlus,Sul,25-34,Padrão,Filmes,Tablet,21519,1276,1234,5.74,19.42,27.9,35.7,7.77,47,4396,25,15.05,600380.1
2025-09,VibePlus,Sul,25-34,Padrão,Documentários,Celular,8021,468,534,6.67,18.38,27.9,18.2,8.07,57,4457,18,27.61,223785.9
2025-09,VibePlus,Sul,25-34,Padrão,Reality,Celular,19843,820,1237,6.23,19.12,27.9,37.8,7.99,47,3767,30,34.07,553619.7
2025-09,VibePlus,Sul,25-34,Padrão,Infantil,Celular,16276,646,1019,6.26,20.27,27.9,29.5,8.15,64,4554,32,32.38,454100.4
2025-09,VibePlus,Sul,25-34,Premium,Séries,Celular,18847,863,1164,6.18,17.9,27.9,46.8,7.49,55,3963,19,36.04,525831.3
2025-09,VibePlus,Sul,25-34,Premium,Filmes,Console,8212,581,494,6.02,18.72,27.9,39.6,7.8,56,3965,26,28.57,229114.8
2025-09,VibePlus,Sul,25-34,Premium,Documentários,Smart TV,13111,827,779,5.95,18.01,27.9,14.5,8.22,82,4263,25,42.27,365796.9
2025-09,VibePlus,Sul,25-34,Premium,Reality,Celular,20789,1201,1285,6.19,18.01,27.9,23.7,7.67,54,4179,33,17.04,580013.1
2025-09,VibePlus,Sul,25-34,Premium,Infantil,Console,9240,400,665,7.2,19.01,27.9,32.5,8.33,61,4668,28,22.38,257796.0
2025-09,VibePlus,Sul,35-44,Com anúncios,Séries,Celular,15814,563,960,6.08,19.37,27.9,48.6,8.27,62,4080,21,25.35,441210.6
2025-09,VibePlus,Sul,35-44,Com anúncios,Filmes,Smart TV,16436,1231,1023,6.23,20.61,27.9,29.4,7.75,49,4065,21,21.15,458564.4
2025-09,VibePlus,Sul,35-44,Com anúncios,Documentários,Celular,13159,825,798,6.07,17.21,27.9,30.2,8.0,43,4567,28,25.87,367136.1
2025-09,VibePlus,Sul,35-44,Com anúncios,Reality,Smart TV,13478,669,822,6.1,20.75,27.9,27.4,8.37,64,3670,16,18.14,376036.2
2025-09,VibePlus,Sul,35-44,Com anúncios,Infantil,Smart TV,18210,1462,1035,5.69,20.34,27.9,32.5,7.64,48,3663,34,25.5,508059.0
2025-09,VibePlus,Sul,35-44,Padrão,Séries,Celular,12781,643,759,5.94,18.36,27.9,47.7,7.98,67,3649,17,37.33,356589.9
2025-09,VibePlus,Sul,35-44,Padrão,Filmes,Smart TV,14472,865,937,6.48,17.47,27.9,31.9,7.62,55,4227,33,32.88,403768.8
2025-09,VibePlus,Sul,35-44,Padrão,Documentários,Tablet,15348,857,991,6.46,19.65,27.9,26.7,8.0,51,3761,22,29.45,428209.2
2025-09,VibePlus,Sul,35-44,Padrão,Reality,Smart TV,20527,1779,1326,6.46,19.13,27.9,34.4,8.11,65,4610,19,26.95,572703.3
2025-09,VibePlus,Sul,35-44,Padrão,Infantil,Celular,17888,1109,1027,5.74,18.05,27.9,33.3,7.86,56,4413,13,32.16,499075.2
2025-09,VibePlus,Sul,35-44,Premium,Séries,Celular,13073,990,810,6.2,19.45,27.9,45.4,7.77,54,4782,39,20.69,364736.7
2025-09,VibePlus,Sul,35-44,Premium,Filmes,Smart TV,18293,1502,1168,6.39,18.94,27.9,30.5,8.08,48,3996,22,24.27,510374.7
2025-09,VibePlus,Sul,35-44,Premium,Documentários,Smart TV,15748,1207,1013,6.44,19.26,27.9,22.8,8.49,68,3623,28,27.31,439369.2
2025-09,VibePlus,Sul,35-44,Premium,Reality,Tablet,12438,654,825,6.64,19.21,27.9,33.1,8.04,55,4790,11,30.09,347020.2
2025-09,VibePlus,Sul,35-44,Premium,Infantil,Smart TV,18620,1098,978,5.26,18.69,27.9,40.2,8.01,53,4066,15,33.73,519498.0
2025-09,VibePlus,Sul,45-54,Com anúncios,Séries,Smart TV,13173,845,846,6.43,20.34,27.9,43.6,7.71,62,4106,25,30.71,367526.7
2025-09,VibePlus,Sul,45-54,Com anúncios,Filmes,Smart TV,9364,334,571,6.1,20.46,27.9,26.8,7.69,51,3999,24,36.43,261255.6
2025-09,VibePlus,Sul,45-54,Com anúncios,Documentários,Smart TV,7729,497,465,6.02,19.05,27.9,19.0,8.04,71,3925,20,31.76,215639.1
2025-09,VibePlus,Sul,45-54,Com anúncios,Reality,Tablet,12130,1006,651,5.37,19.27,27.9,25.3,8.3,80,3772,19,29.96,338427.0
2025-09,VibePlus,Sul,45-54,Com anúncios,Infantil,Celular,19353,1140,1115,5.76,18.86,27.9,41.1,8.03,70,4062,17,19.99,539948.7
2025-09,VibePlus,Sul,45-54,Padrão,Séries,Celular,9213,515,503,5.47,17.29,27.9,51.5,8.36,61,4384,26,33.36,257042.7
2025-09,VibePlus,Sul,45-54,Padrão,Filmes,Celular,18511,1400,1124,6.07,18.37,27.9,29.3,8.11,55,4021,24,30.0,516456.9
2025-09,VibePlus,Sul,45-54,Padrão,Documentários,Celular,16320,712,1035,6.34,17.57,27.9,24.9,8.45,80,3686,20,37.48,455328.0
2025-09,VibePlus,Sul,45-54,Padrão,Reality,Smart TV,17167,970,907,5.29,18.04,27.9,29.0,7.94,66,3871,22,33.64,478959.3
2025-09,VibePlus,Sul,45-54,Padrão,Infantil,Smart TV,17633,1540,958,5.43,16.74,27.9,40.3,8.41,60,3903,21,33.84,491960.7
2025-09,VibePlus,Sul,45-54,Premium,Séries,Smart TV,16997,1288,1025,6.03,19.16,27.9,42.9,7.98,55,4682,21,28.65,474216.3
2025-09,VibePlus,Sul,45-54,Premium,Filmes,Celular,13267,888,732,5.52,18.66,27.9,37.3,8.03,66,4222,15,37.24,370149.3
2025-09,VibePlus,Sul,45-54,Premium,Documentários,Smart TV,11498,589,751,6.53,18.67,27.9,19.4,8.03,55,4004,23,42.21,320794.2
2025-09,VibePlus,Sul,45-54,Premium,Reality,Smart TV,19121,1120,1130,5.91,15.75,27.9,35.1,8.08,39,4530,16,24.89,533475.9
2025-09,VibePlus,Sul,45-54,Premium,Infantil,Tablet,16899,927,977,5.78,19.53,27.9,39.1,7.73,77,4133,33,35.95,471482.1
2025-09,VibePlus,Sul,55+,Com anúncios,Séries,Celular,12517,502,752,6.01,20.16,27.9,44.5,8.26,68,3830,30,33.16,349224.3
2025-09,VibePlus,Sul,55+,Com anúncios,Filmes,Smart TV,13856,973,773,5.58,18.06,27.9,41.3,8.17,62,4025,25,33.8,386582.4
2025-09,VibePlus,Sul,55+,Com anúncios,Documentários,Tablet,14154,647,776,5.49,19.45,27.9,35.4,8.38,60,4300,28,25.94,394896.6
2025-09,VibePlus,Sul,55+,Com anúncios,Reality,Celular,12146,707,648,5.34,18.52,27.9,34.3,7.87,64,3731,28,34.83,338873.4
2025-09,VibePlus,Sul,55+,Com anúncios,Infantil,Notebook,13933,818,897,6.44,19.09,27.9,38.1,7.76,55,3983,29,21.19,388730.7
2025-09,VibePlus,Sul,55+,Padrão,Séries,Celular,15131,812,777,5.14,17.91,27.9,43.0,8.23,65,3881,19,29.77,422154.9
2025-09,VibePlus,Sul,55+,Padrão,Filmes,Console,19490,801,1077,5.53,19.43,27.9,32.6,8.32,58,3892,13,26.86,543771.0
2025-09,VibePlus,Sul,55+,Padrão,Documentários,Smart TV,14146,847,797,5.64,19.66,27.9,22.5,7.96,56,4466,18,30.1,394673.4
2025-09,VibePlus,Sul,55+,Padrão,Reality,Console,16354,1395,1124,6.87,19.37,27.9,31.3,8.24,62,3890,23,40.13,456276.6
2025-09,VibePlus,Sul,55+,Padrão,Infantil,Smart TV,20114,728,1309,6.51,17.76,27.9,40.1,7.79,59,4545,22,26.32,561180.6
2025-09,VibePlus,Sul,55+,Premium,Séries,Celular,19164,1165,1049,5.48,19.41,27.9,48.9,8.1,53,4139,19,39.75,534675.6
2025-09,VibePlus,Sul,55+,Premium,Filmes,Celular,13073,953,752,5.76,19.45,27.9,44.3,8.34,73,4499,20,35.93,364736.7
2025-09,VibePlus,Sul,55+,Premium,Documentários,Celular,12502,948,734,5.87,18.15,27.9,19.5,8.0,61,3909,28,27.07,348805.8
2025-09,VibePlus,Sul,55+,Premium,Reality,Smart TV,16233,807,956,5.89,17.21,27.9,33.3,7.74,53,3610,31,28.96,452900.7
2025-09,VibePlus,Sul,55+,Premium,Infantil,Tablet,9020,562,526,5.84,20.5,27.9,45.8,7.92,58,4430,25,30.86,251658.0
2025-09,VibePlus,Nordeste,18-24,Com anúncios,Séries,Smart TV,16483,1209,1042,6.32,18.76,27.9,43.8,8.25,82,4396,23,24.4,459875.7
2025-09,VibePlus,Nordeste,18-24,Com anúncios,Filmes,Console,12225,565,821,6.72,18.56,27.9,43.5,8.31,64,3502,30,43.86,341077.5
